Numero de vaca;Address;Fecha/hora de visita;tiempo en cubiculo;Produccion de leche;tiempo;Descripcion;CIB;
212;101;23/02/2022 17:28:00;5:17;9.7;5:17;Correcto;212;
196;101;23/02/2022 17:35:00;6:45;8.9;6:45;Correcto;196;
167;101;23/02/2022 17:39:00;4:12;4.2;4:12;Tiempo muerto de orde�o TI;167;
532;101;23/02/2022 17:49:00;9:35;9.6;9:35;Correcto;532;
259;101;23/02/2022 17:57:00;7:05;10.1;7:05;Correcto;259;
246;101;23/02/2022 18:26:00;5:58;12.6;5:58;Correcto;246;
245;101;23/02/2022 18:32:00;6:08;12.2;6:08;Correcto;245;
49;101;23/02/2022 18:40:00;7:26;14.4;7:26;Correcto;49;
224;101;23/02/2022 18:46:00;6:22;10.6;6:22;Correcto;224;
146;101;23/02/2022 18:52:00;5:44;12.3;5:44;Correcto;146;
134;101;23/02/2022 18:56:00;3:59;9.2;3:59;Correcto;134;
185;101;23/02/2022 19:03:00;6:00;12.5;6:00;Correcto;185;
195;101;23/02/2022 19:11:00;7:48;18;7:48;Correcto;195;
138;101;23/02/2022 19:15:00;3:56;12.3;3:56;Correcto;138;
247;101;23/02/2022 19:23:00;8:02;14;8:02;Correcto;247;
220;101;23/02/2022 19:27:00;4:31;9.6;4:31;Correcto;220;
236;101;23/02/2022 19:33:00;5:28;12.3;5:28;Correcto;236;
47;101;23/02/2022 19:39:00;4:35;12.5;4:35;Correcto;47;
150;101;23/02/2022 19:44:00;4:36;9.2;4:36;Correcto;150;
218;101;23/02/2022 19:50:00;6:11;11.2;6:11;Correcto;218;
233;101;23/02/2022 19:55:00;5:05;9.6;5:05;Correcto;233;
163;101;23/02/2022 20:04:00;8:34;14.4;8:34;Correcto;163;
473;101;23/02/2022 20:10:00;5:31;10;5:31;Correcto;473;
240;101;23/02/2022 20:15:00;5:00;10.1;5:00;Correcto;240;
149;101;23/02/2022 20:22:00;6:37;10.5;6:37;Correcto;149;
516;101;23/02/2022 20:26:00;4:15;10.6;4:15;Correcto;516;
221;101;23/02/2022 20:34:00;7:46;13.5;7:46;Correcto;221;
130;101;23/02/2022 20:41:00;6:03;9.7;6:03;Correcto;130;
197;101;23/02/2022 20:51:00;8:12;15.9;8:12;Correcto;197;
76;101;23/02/2022 20:58:00;4:41;8.7;4:41;Correcto;76;
160;101;23/02/2022 21:04:00;5:41;14.2;5:41;Correcto;160;
132;101;23/02/2022 21:10:00;6:06;12.8;6:06;Correcto;132;
412;101;23/02/2022 21:15:00;4:42;8.7;4:42;Correcto;412;
170;101;23/02/2022 21:28:00;8:36;10.8;8:36;Correcto;170;
81;101;23/02/2022 21:35:00;7:01;6.9;7:01;Correcto;81;
291;101;23/02/2022 21:42:00;6:25;13.1;6:25;Correcto;291;
13;101;23/02/2022 21:50:00;7:38;8.5;7:38;Correcto;13;
228;101;23/02/2022 21:56:00;6:37;8.6;6:37;Correcto;228;
72;101;23/02/2022 22:01:00;4:08;10.3;4:08;Correcto;72;
394;101;23/02/2022 22:11:00;10:25;15.4;10:25;Correcto;394;
171;101;23/02/2022 22:22:00;10:27;16;10:27;Correcto;171;
226;101;23/02/2022 22:28:00;5:55;11.5;5:55;Correcto;226;
404;101;23/02/2022 22:33:00;5:35;10.9;5:35;Correcto;404;
227;101;23/02/2022 22:41:00;7:50;15.2;7:50;Correcto;227;
392;101;23/02/2022 22:48:00;6:57;12.4;6:57;Correcto;392;
59;101;23/02/2022 22:52:00;3:51;10.2;3:51;Correcto;59;
32;101;23/02/2022 22:58:00;5:13;18.4;5:13;Correcto;32;
259;101;23/02/2022 23:06:00;8:14;9.6;8:14;Correcto;259;
245;101;23/02/2022 23:13:00;6:59;8.1;6:59;Correcto;245;
53;101;23/02/2022 23:21:00;6:56;13;6:56;Correcto;53;
168;101;23/02/2022 23:27:00;5:17;12.5;5:17;Correcto;168;
167;101;23/02/2022 23:37:00;9:30;19.5;9:30;Correcto;167;
532;101;23/02/2022 23:45:00;8:26;10.6;8:26;Correcto;532;
141;101;23/02/2022 23:52:00;6:54;13.5;6:54;Correcto;141;
